"","CS12","CS14","CS17","CS19"
"RBBP4",0.711743018398553,0.808870136952697,0.77470091386505,0.628809053939791
"CADM3",0.130178795285939,0.260531271660401,0.484781001520428,0.59056597362496
"PEA15",0.183780211491112,0.165313445101107,0.185516167651507,0.507103894383498
"ACTG2",0.000556128003560416,0.00317430078533183,0.015954731351504,0
"FAM198B",0.0070367195035102,0.025035628639577,0.0341648862721847,0.0740570726057548
"SFXN1",0.355884722425616,0.371623399417696,0.567081799490566,0.381397456433552
"YWHAZ",0.969427467756703,1.47337815571936,1.63246794782807,1.5591001929436
"VDAC2",1.36539478238317,1.48068017585099,0.639219616819552,1.06454904861996
"APBB1",0.126955496501263,0.238105778334172,0.277011089259148,0.299315368197277
"MAPRE2",0.213551436107692,0.635112620727717,1.07169165471343,0.609370170220845
"MVD",0.341314312963764,0.360709114197404,0.247787422323618,0.171819904474249
"RAB31",0.0206856649671765,0.0613199309824826,0.154552893189442,0.207153821848024
"HOXB9",0.484026284509149,0.713217172538819,0.367481916546214,0.441293362615985
"NDUFA3",1.1660527368152,1.27477393335258,0.68019040611316,0.988754879028092
"CXXC5",0.226070527233424,0.53222469929887,0.780157263162707,0.643464351691478
"VAT1L",0.0161806174558381,0.130566726410157,0.467479258485051,0.368365380806967
"MINOS1",0.808852211382341,0.796317854037547,0.45617689486797,0.648315494175912
"SEZ6L2",0.227613945385572,0.608884966168374,0.670174837027388,1.02443609987795
"SELENOW",1.18473857965135,1.63650946392775,0.728791323071936,1.63347471595583
"HIGD1A",0.402890967496516,0.277891190159332,0.115609522786353,0.191279421068983
"AP1S2",0.550582970447546,0.847596245367667,0.532946421251854,0.487299069002003
"LIMK2",0.0600338041102628,0.058485012133887,0.133856192547279,0.125638417334978
"ANXA2",0.345559584964573,0.869622698098725,0.345861097267919,0.435872982447832
"NDUFA4",2.41502073666475,2.44420201114041,1.00325470186305,2.22986480867229
"LITAF",0.423117996093323,0.223843684617449,0.128277324363486,0.197083772659486
"NCOR2",0.138884102280316,0.151845945129374,0.372893895462503,0.134799764412423
"SULF2",0.0831420244793834,0.161152639676007,0.295743042935024,0.595367543287746
"MPZL1",0.187476975591957,0.242530316639319,0.462547219227367,0.363590237126662
"OPA1",0.163868486519857,0.234388298475396,0.582301971772132,0.369009743160425
